income,employment_length,loan_amount,loan_interest_rate,credit_history_length,max_allowed_loan
53000,4,3200,14.61,14,94829
67300,3,12800,7.51,7,94844
90730,7,14000,7.29,2,94848
63360,3,6500,7.14,5,94850
78500,3,15000,13.85,7,94866
64000,3,7500,10.08,9,94872
74000,1,5000,6.76,7,94881
61000,2,10000,9.88,17,94911
93000,1,12000,7.9,2,94925
93000,5,12000,14.96,4,94925
64000,14,1050,11.91,5,94940
70000,5,24000,13.06,8,94947
75000,12,25000,11.12,5,94949
75000,13,25000,13.49,10,94949
100000,1,35000,7.9,4,94951
104000,4,35000,11.41,3,94953
80000,3,25000,16.89,9,94953
60000,7,16000,7.9,14,94953
60000,0,16000,13.98,14,94953
85000,6,24000,7.49,7,94957
60000,5,13000,6.91,15,94959
60000,6,13000,7.51,17,94959
96000,7,25000,15.33,3,94960
100000,5,25000,15.2,2,94962
100000,5,25000,10.99,2,94962
100000,8,25000,9.91,2,94962
100000,3,25000,9.91,2,94962
99996,7,20000,16.32,4,94963
69996,14,10000,11.11,7,94964
92000,9,20000,12.42,3,94965
60000,1,10000,10.25,8,94965
60000,6,10000,12.21,5,94965
60000,10,10000,9.88,10,94965
100000,1,20000,13.57,3,94967
100000,5,20000,11.83,4,94967
100000,7,20000,9.88,3,94967
100000,7,20000,15.95,4,94967
100000,7,20000,10.59,2,94967
70000,0,10000,7.29,6,94970
70000,14,10000,10.65,9,94970
70000,5,10000,12.42,8,94970
70000,1,10000,14.65,5,94970
70000,0,10000,6.99,10,94970
70000,5,10000,11.26,9,94970
70000,0,10000,9.99,5,94970
70000,2,10000,7.88,7,94970
70000,0,10000,8.94,7,94970
70000,13,10000,7.88,10,94970
70000,5,10000,11.99,6,94970
70000,1,10000,6.03,6,94970
70000,0,10000,9.45,9,94970
70000,2,10000,6.54,5,94970
75000,13,10000,6.92,8,94972
75000,7,10000,7.9,5,94972
75000,5,10000,7.88,7,94972
75000,7,10000,10.65,8,94972
75000,5,10000,10.99,8,94972
75000,5,10000,7.51,8,94972
75000,2,10000,12.21,9,94972
75000,12,10000,6.03,7,94972
75000,8,10000,7.51,10,94972
75000,4,10000,13.47,9,94972
75000,0,10000,9.32,7,94972
75000,3,10000,10.74,6,94972
75000,12,10000,6.62,8,94972
75000,3,10000,10.37,6,94972
75000,2,10000,11.49,9,94972
75000,7,10000,11.14,7,94972
75000,7,10000,7.9,8,94972
75000,4,10000,14.27,8,94972
75000,5,10000,12.21,5,94972
75000,7,10000,7.29,8,94972
60000,3,7000,6.54,8,94972
60000,7,7000,8.49,6,94972
100000,6,15000,6.17,2,94973
100000,2,15000,11.86,2,94973
100000,6,15000,13.85,2,94973
100000,2,15000,10.62,3,94973
90000,1,13000,7.51,2,94973
90000,0,13000,8.94,4,94973
90000,0,13000,10.59,3,94973
84000,9,10000,7.51,2,94975
84000,9,10000,11.99,4,94975
84000,0,10000,7.66,3,94975
80000,2,9000,12.21,2,94975
80000,2,9000,9.63,2,94975
80000,2,9000,11.14,4,94975
80000,2,9000,8.0,4,94975
80000,1,9000,14.65,3,94975
80000,10,9000,12.42,4,94975
68000,14,7000,6.62,5,94975
87500,8,10000,7.49,3,94976
70000,3,6500,6.03,10,94977
55000,19,4000,7.9,11,94977
55000,3,4000,10.59,17,94977
90000,5,8500,10.62,4,94979
69996,0,3000,6.17,8,94979
60000,12,4000,12.29,9,94979
60000,0,4000,7.88,8,94979
60000,2,4000,10.99,10,94979
50000,0,2500,7.29,16,94981
80000,0,5000,7.74,3,94982
80000,7,5000,7.9,3,94982
80000,1,5000,11.26,4,94982
80000,4,5000,11.99,2,94982
80000,9,5000,5.42,4,94982
80000,9,5000,6.99,4,94982
80000,7,5000,6.99,2,94982
80000,5,5000,10.65,2,94982
80000,1,5000,10.38,2,94982
80000,9,5000,7.9,3,94982
80000,0,5000,13.72,3,94982
80000,3,5000,7.14,2,94982
80000,5,5000,11.49,2,94982
80000,4,5000,17.19,2,94982
70000,9,3000,6.39,8,94985
70000,0,3000,10.99,7,94985
70000,7,3000,11.71,6,94985
70000,12,3000,11.11,8,94985
70000,3,3000,10.99,9,94985
70000,12,3000,12.42,5,94985
70000,1,3000,7.49,8,94985
90000,6,4000,11.11,3,94986
90000,4,4000,7.14,2,94986
55000,13,4000,6.03,12,94993
81600,9,11000,5.42,4,95053
54000,12,4800,9.99,12,95074
90000,4,8400,11.14,4,95079
51000,5,1800,13.48,13,95084
57000,6,7500,9.32,11,95091
87600,8,10000,14.59,2,95096
70000,2,12000,10.2,30,95097
59000,1,14000,12.42,14,95106
69736,12,2500,9.91,9,95116
75000,1,13600,7.29,9,95116
59500,4,6000,12.18,8,95124
72000,5,20000,11.83,9,95155
72000,3,20000,13.06,10,95155
67000,8,12000,11.03,7,95165
96000,2,20000,13.22,4,95166
96000,9,20000,11.58,4,95166
78000,2,14000,11.71,7,95167
78000,2,14000,13.48,8,95167
63000,0,5600,12.69,8,95176
52000,3,3600,9.88,16,95177
75996,7,3600,7.29,4,95179
88000,7,6000,13.8,2,95182
92000,6,6000,12.69,4,95183
54000,3,2000,11.49,16,95184
72000,2,2000,9.25,5,95188
118400,7,35000,11.71,3,95199
75000,15,21000,14.65,8,95205
55000,8,12000,10.65,13,95207
63372,2,3000,7.9,8,95210
73500,3,15000,12.18,9,95213
93000,4,21000,14.17,2,95214
65000,5,12000,7.88,9,95214
65000,17,12000,6.17,6,95214
95000,4,14000,13.16,2,95223
95000,0,14000,7.88,2,95223
65000,15,5500,13.99,5,95227
75000,5,6000,6.99,8,95229
75000,1,6000,12.99,5,95229
75000,4,6000,6.76,9,95229
75000,0,6000,6.92,10,95229
75000,11,6000,6.99,9,95229
75000,6,6000,12.68,10,95229
75000,11,6000,6.03,5,95229
75000,5,6000,11.48,7,95229
75000,3,6000,10.36,8,95229
75000,2,6000,9.63,5,95229
75000,4,6000,8.0,6,95229
75000,11,6000,7.66,5,95229
75000,7,6000,7.51,6,95229
79500,7,20000,10.36,10,95234
85000,5,2500,10.99,2,95239
85000,5,2500,9.33,3,95239
58000,2,12000,13.16,13,95259
54000,9,10000,11.71,12,95261
103000,2,18000,10.75,2,95270
78000,2,10000,9.63,9,95273
78000,9,10000,10.65,5,95273
74500,9,9000,12.53,8,95273
91200,6,5000,6.92,2,95304
91200,6,5000,11.36,2,95304
80730,7,9600,7.66,2,95324
88296,5,15000,12.18,2,95339
77250,9,1200,9.2,4,95354
69000,4,15000,6.62,6,95361
81000,2,18000,10.75,7,95362
62000,4,10000,7.49,7,95366
62000,2,10000,13.49,7,95366
60000,4,9600,7.66,9,95366
60000,7,9600,11.86,8,95366
68000,3,10000,12.99,7,95369
68000,6,10000,10.95,6,95369
68000,15,10000,11.49,7,95369
72000,3,9000,5.79,10,95372
75000,0,9600,13.85,7,95373
75000,7,9600,14.17,5,95373
78000,2,6000,5.79,2,95380
58000,5,3200,9.88,9,95381
81996,4,3000,13.61,2,95382
70000,5,25000,7.49,14,95388
60000,7,15000,10.99,11,95389
53196,17,3000,6.03,11,95392
60000,5,3000,7.51,13,95394
60000,3,3000,7.51,13,95394
66000,20,12800,15.7,13,95431
60000,0,18500,10.99,12,95448
70000,3,20000,11.83,6,95453
70000,6,20000,11.48,5,95453
65000,4,15000,10.99,5,95458
65000,3,15000,7.88,8,95458
75000,7,17000,8.49,5,95461
55000,3,9000,14.27,16,95464
70000,14,13000,7.14,8,95465
85000,1,15000,10.0,3,95468
85000,5,15000,14.27,4,95468
85000,10,15000,10.65,4,95468
85000,1,15000,10.37,3,95468
80000,6,12500,7.88,9,95470
65000,13,8500,5.79,5,95470
55000,9,6250,7.74,14,95471
69996,13,6000,11.86,7,95472
92407,8,20000,9.25,3,95473
70000,13,6000,6.03,7,95478
70000,4,6000,11.49,7,95478
70000,0,6000,12.42,6,95478
70000,3,6000,10.59,6,95478
70000,1,6000,5.42,5,95478
70000,2,6000,11.86,7,95478
70000,3,6000,11.36,7,95478
90000,3,8000,12.42,2,95479
90000,7,8000,6.62,3,95479
90000,5,8000,11.11,2,95479
90000,2,8000,14.27,3,95479
90000,7,8000,10.99,3,95479
90000,7,8000,10.36,4,95479
90000,7,8000,11.71,2,95479
50000,0,2000,7.68,12,95483
65000,14,2000,6.99,9,95487
65000,0,2000,6.62,9,95487
75000,2,2000,7.74,2,95488
57600,1,3000,10.99,24,95493
70000,2,20000,12.53,21,95496
51600,15,1500,8.49,12,95503
69000,11,4500,7.88,5,95531
88900,9,20000,11.83,3,95533
56400,14,14400,10.59,11,95533
93240,6,7000,9.63,4,95546
82300,4,3200,9.62,4,95546
75000,2,19200,9.99,24,95546
92000,5,24000,9.63,4,95560
72000,4,16000,14.09,10,95561
72000,8,16000,13.06,5,95561
72000,15,16000,7.88,8,95561
56000,21,8000,9.99,14,95567
81996,10,11000,6.17,3,95568
66000,5,10000,15.96,5,95568
65000,15,8400,9.99,8,95571
100000,0,14400,13.61,2,95574
100000,5,14400,10.36,3,95574
76000,11,7000,14.96,10,95577
96000,4,10000,7.51,4,95578
56700,3,11000,5.42,12,95586
60000,0,10000,16.77,13,95591
84000,5,1000,6.91,2,95593
75852,0,3000,9.99,3,95593
82600,10,20000,10.99,6,95600
81960,11,15000,6.03,5,95613
88970,10,20000,12.22,3,95624
78200,10,21600,7.9,5,95656
89000,7,20000,10.99,4,95663
82000,2,15000,7.88,5,95667
75500,4,10000,13.43,5,95672
58000,1,6400,7.51,15,95672
75000,4,13000,16.0,8,95717
75000,0,13000,7.88,10,95717
72000,15,12250,7.51,5,95717
65000,15,5000,8.38,6,95728
65000,4,5000,11.86,6,95728
65000,9,5000,13.92,8,95728
75000,4,5500,8.59,9,95730
65004,13,5000,13.49,8,95734
52800,6,5600,7.49,13,95768
75400,3,6000,7.74,6,95769
74000,3,11500,11.26,6,95769
101138,6,20500,13.35,4,95776
92000,7,10000,7.51,2,95777
92000,2,10000,7.88,2,95777
52000,2,3000,7.68,16,95779
52000,8,3000,14.84,17,95779
72000,7,5000,13.49,6,95780
72000,5,5000,7.51,7,95780
60000,17,3200,9.99,6,95781
92004,4,10000,12.73,4,95782
84000,3,5000,8.49,4,95783
80000,5,4200,11.99,2,95784
73000,4,10000,11.99,10,95821
73000,13,10000,12.21,8,95821
66560,0,4000,13.47,9,95821
82000,6,10750,15.68,4,95823
75000,0,5400,7.68,9,95830
78000,5,25000,11.71,6,95851
81500,9,6000,15.23,2,95856
91200,7,9000,6.92,2,95858
83000,0,12000,11.71,4,95872
83000,1,12000,11.71,4,95872
83004,6,12000,9.91,3,95877
54000,2,4000,7.9,14,95877
77000,7,4200,7.68,2,95883
60000,21,2500,6.03,15,95895
62100,11,9600,7.66,7,95937
61656,7,15000,10.62,13,95937
60000,19,21000,13.43,17,95943
78504,2,10000,12.53,5,95953
80000,1,24000,12.87,5,95954
62000,3,15600,15.99,11,95955
60000,9,15000,6.99,11,95955
60000,3,15000,12.18,11,95955
60000,2,15000,12.18,12,95955
60000,0,15000,16.29,15,95955
60000,4,15000,13.35,15,95955
60000,2,15000,6.03,13,95955
60000,0,15000,11.99,14,95955
60000,0,15000,13.47,17,95955
60000,4,15000,10.37,15,95955
105000,2,30000,8.9,3,95958
80000,13,20000,10.62,5,95959
80000,13,20000,6.91,5,95959
80000,13,20000,11.11,10,95959
80000,13,20000,11.71,9,95959
60000,5,12000,10.37,16,95961
60000,0,12000,5.79,14,95961
90000,2,21000,14.26,4,95962
90000,4,21000,12.61,3,95962
90000,3,21000,7.9,4,95962
90000,1,21000,14.65,2,95962
100000,8,24000,7.88,3,95963
100000,4,24000,7.49,3,95963
80000,4,16000,15.7,10,95965
72000,5,12000,10.99,7,95967
72000,3,12000,13.61,5,95967
60000,0,9000,11.71,7,95967
60000,8,9000,7.49,7,95967
95000,6,18000,7.9,4,95968
95000,9,18000,11.89,4,95968
95000,6,18000,7.9,4,95968
95000,8,18000,11.89,3,95968
88000,9,14000,10.65,4,95970
80000,4,12000,7.49,6,95970
80000,12,12000,6.03,6,95970
80000,1,12000,8.94,9,95970
80000,4,12000,8.9,5,95970
80000,4,12000,6.91,6,95970
80000,6,12000,6.91,7,95970
80000,6,12000,5.99,10,95970
80000,5,12000,12.42,10,95970
80000,3,12000,10.99,8,95970
80000,11,12000,6.62,6,95970
80000,0,12000,12.61,6,95970
80000,3,12000,11.14,9,95970
80000,11,12000,13.49,6,95970
80000,4,12000,6.62,6,95970
80000,3,12000,11.99,9,95970
80000,5,12000,11.14,6,95970
80000,11,12000,11.49,5,95970
65000,5,8000,11.99,10,95971
65000,16,8000,8.88,9,95971
65000,3,8000,13.49,10,95971
70000,14,9000,5.42,10,95972
86400,4,12000,7.29,2,95973
75000,12,9000,11.83,9,95973
100000,1,14000,9.88,4,95974
90000,8,12000,11.71,3,95974
90000,0,12000,6.62,3,95974
90000,8,12000,7.51,3,95974
90000,3,12000,6.54,2,95974
90000,8,12000,10.99,4,95974
90000,8,12000,6.92,2,95974
90000,0,12000,5.79,3,95974
90000,5,12000,13.49,4,95974
90000,8,12000,13.48,3,95974
90000,8,12000,7.88,2,95974
90000,8,12000,6.99,4,95974
90000,8,12000,12.73,3,95974
90000,6,12000,13.49,4,95974
90000,1,12000,9.91,4,95974
90000,3,12000,12.53,3,95974
90000,2,12000,12.18,4,95974
90000,8,12000,9.91,3,95974
90000,5,12000,5.42,2,95974
90000,8,12000,12.18,3,95974
90000,5,12000,12.87,3,95974
90000,6,12000,12.42,4,95974
90000,8,12000,7.9,3,95974
90000,0,12000,8.94,4,95974
90000,0,12000,14.26,2,95974
90000,7,12000,10.99,3,95974
90000,3,12000,7.49,2,95974
90000,5,12000,7.49,3,95974
90000,8,12000,8.94,2,95974
60000,2,6000,6.92,5,95974
60000,18,6000,7.14,7,95974
60000,7,6000,7.29,6,95974
80000,7,8000,7.88,2,95977
80000,10,8000,10.59,4,95977
80000,10,8000,6.99,2,95977
80000,0,8000,11.71,3,95977
80000,4,8000,13.98,2,95977
68000,5,6000,7.49,9,95977
90000,1,7500,12.69,2,95980
55000,6,3000,10.99,13,95980
55000,4,3000,7.88,14,95980
85000,0,6000,7.49,2,95981
85000,8,6000,11.99,4,95981
85000,6,6000,12.69,2,95981
60000,0,3000,7.29,7,95982
60000,6,3000,6.76,8,95982
60000,2,3000,12.18,10,95982
60000,4,3000,5.42,10,95982
60000,4,3000,10.59,5,95982
60000,2,3000,7.51,5,95982
80000,9,4000,13.92,4,95984
80000,9,4000,7.4,2,95984
80000,9,4000,6.62,3,95984
80000,3,4000,12.53,4,95984
80000,5,4000,10.99,4,95984
66000,14,3000,7.51,7,95984
66000,6,3000,5.99,6,95984
61776,1,11500,12.21,30,95986
90000,6,3000,11.49,3,95988
90000,3,3000,9.99,2,95988
50000,4,4000,11.49,15,95992
60000,3,2400,13.49,16,95995
65000,17,11200,11.99,9,96015
65000,14,11200,12.42,5,96015
61717,7,15000,11.48,11,96047
88400,8,10000,9.88,2,96056
63000,5,11000,13.57,6,96064
68000,0,10000,8.49,18,96077
82305,10,15000,6.99,7,96079
100970,4,20000,6.17,2,96083
77000,10,4000,7.51,4,96084
68000,9,2500,7.88,6,96086
53913,7,6300,5.99,15,96105
78000,8,5275,8.07,3,96106
59000,3,10000,8.49,14,96164
75000,5,8800,10.65,5,96174
73000,4,6000,9.99,8,96178
62000,6,3000,10.0,10,96182
71000,12,3200,13.35,6,96184
92001,6,5000,8.0,2,96186
75000,3,29800,10.99,12,96187
55000,3,5000,10.37,13,96192
55000,13,5000,7.66,17,96192
125000,5,35000,7.9,3,96211
89532,8,11200,11.49,3,96213
93000,9,20000,12.53,3,96215
93000,9,20000,18.62,4,96215
76476,3,7000,5.99,5,96220
63000,2,7700,6.17,10,96221
83886,11,12800,6.92,4,96222
85000,9,10000,7.66,2,96225
85000,9,10000,10.38,4,96225
85000,2,10000,7.51,3,96225
85000,9,10000,9.99,3,96225
85000,10,10000,8.49,4,96225
85000,3,10000,7.88,4,96225
85000,9,10000,13.43,4,96225
85000,8,10000,7.49,3,96225
85000,0,10000,7.66,4,96225
85000,4,10000,8.07,3,96225
85000,1,10000,7.49,3,96225
85000,0,10000,7.88,2,96225
85000,2,10000,13.57,3,96225
85000,6,10000,11.86,2,96225
85000,0,10000,13.49,4,96225
85000,9,10000,11.49,4,96225
85000,9,10000,7.88,3,96225
85000,7,10000,10.36,3,96225
75000,11,5000,6.03,6,96231
75000,2,5000,6.03,7,96231
75000,0,5000,16.77,9,96231
75000,11,5000,11.99,6,96231
75000,11,5000,10.59,10,96231
75000,3,5000,10.25,6,96231
75000,3,5000,11.49,8,96231
75000,4,5000,10.99,9,96231
75000,11,5000,5.42,6,96231
75000,8,5000,6.92,5,96231
75000,11,5000,6.54,10,96231
75000,8,5000,6.03,8,96231
75000,3,5000,5.42,6,96231
52000,5,1500,7.49,17,96255
57000,10,12000,7.51,16,96258
79500,0,15000,14.42,6,96266
62000,15,6000,6.17,9,96274
90000,1,7200,11.71,2,96280
90000,7,7200,13.98,2,96280
90000,7,7200,5.42,2,96280
90000,7,7200,10.99,2,96280
75800,1,6000,6.76,5,96309
86000,6,24000,17.43,7,96357
103992,6,18000,7.88,3,96362
80000,7,15600,7.9,6,96365
58000,3,8000,10.37,11,96368
76000,13,10000,5.99,7,96372
72000,5,8000,11.49,5,96374
72000,4,8000,10.95,5,96374
72000,3,8000,13.98,9,96374
87000,5,8000,5.79,3,96379
87000,6,8000,10.99,3,96379
87000,7,8000,13.98,2,96379
78000,0,5000,5.42,3,96382
71884,15,15000,10.65,10,96382
83000,3,3200,10.99,3,96386
61000,1,1200,9.99,7,96389
55000,2,4800,11.89,14,96392
60000,7,2000,7.9,17,96395
60000,0,2000,7.9,13,96395
60000,0,8000,13.57,21,96397
96500,3,14500,12.61,3,96447
90000,4,25000,14.96,9,96457
90000,11,25000,17.93,8,96457
110000,5,30000,8.9,3,96460
105000,0,24250,11.83,3,96464
105000,2,24250,12.87,3,96464
70000,0,12000,11.26,10,96466
70000,2,12000,9.88,6,96466
70000,2,12000,10.0,9,96466
70000,15,12000,12.42,5,96466
90000,5,16000,13.48,3,96468
90000,3,16000,11.12,3,96468
90000,9,16000,15.31,3,96468
90000,9,16000,7.51,4,96468
90000,9,16000,5.99,4,96468
69996,0,5000,6.54,5,96474
60000,7,5500,11.71,10,96475
80000,10,7500,15.99,3,96477
80000,10,7500,6.03,3,96477
70000,9,5000,8.88,9,96479
70000,0,5000,7.88,9,96479
70000,12,5000,7.51,9,96479
70000,3,5000,8.9,6,96479
70000,4,5000,6.03,9,96479
70000,1,5000,13.79,10,96479
70000,13,5000,10.38,9,96479
90000,3,7000,10.65,4,96481
90000,7,7000,6.62,2,96481
90000,3,7000,12.21,4,96481
90000,7,7000,7.88,2,96481
90000,7,7000,10.65,3,96481
90000,7,7000,11.11,4,96481
90000,2,7000,7.66,4,96481
90000,2,7000,13.49,2,96481
90000,7,7000,7.14,3,96481
80400,4,4000,10.99,4,96484
69996,0,1500,7.68,7,96484
60000,17,2500,7.49,5,96484
60000,0,2500,10.65,10,96484
80000,0,3500,9.64,4,96485
70000,4,1500,10.74,9,96489
57204,3,15000,10.62,11,96500
80400,2,12000,13.61,5,96510
57359,3,9000,6.92,15,96531
73500,2,10000,12.99,9,96546
72000,3,15000,10.99,9,96562
72000,2,15000,10.37,9,96562
81996,5,10000,14.46,4,96569
70000,14,8400,7.88,5,96573
82000,5,10000,7.51,4,96574
75000,4,8400,9.99,5,96574
88000,8,9000,10.36,2,96577
80000,5,7400,12.69,3,96578
76000,3,6000,7.66,8,96579
76000,4,6000,8.9,9,96579
60000,3,2400,12.69,9,96584
91800,4,18125,14.84,4,96591
65000,5,10000,11.49,16,96591
65000,3,10000,10.65,16,96591
65000,5,10000,8.88,12,96591
60000,3,9000,7.88,15,96591
83004,4,3000,9.32,4,96592
88900,6,14500,11.99,4,96595
77000,2,15000,13.49,10,96614
62000,4,10000,13.49,13,96631
74400,2,7500,7.51,5,96636
67000,6,10500,6.99,9,96667
70000,13,4800,7.49,7,96680
70000,3,4800,7.51,9,96680
85000,4,35000,8.9,5,96692
62910,3,7075,17.58,7,96699
105000,1,24000,10.65,4,96714
85000,3,18000,10.25,10,96714
54996,6,5000,10.75,16,96716
75000,3,12000,10.62,7,96718
75000,4,12000,10.37,9,96718
75000,6,12000,9.91,5,96718
75000,13,12000,7.51,5,96718
75000,1,12000,5.42,8,96718
75000,1,12000,11.71,8,96718
75000,6,12000,7.51,6,96718
75000,13,12000,6.03,8,96718
75000,0,12000,9.32,9,96718
87000,7,12000,15.99,2,96723
65000,1,4000,7.43,10,96730
65000,0,4000,7.14,7,96730
75000,4,4500,6.76,7,96732
85000,5,1000,9.88,3,96743
84000,11,25000,8.49,8,96754
80000,5,19200,7.9,10,96760
90000,3,11200,11.49,3,96775
89000,8,10000,10.65,3,96776
72000,3,4000,7.9,5,96782
72000,2,4000,6.99,8,96782
62000,6,9800,16.29,16,96831
80004,3,7150,16.77,3,96833
78000,7,24000,10.99,7,96852
92500,2,9500,13.49,2,96853
85000,9,13600,11.14,4,96870
72000,13,7500,6.76,9,96875
99000,5,12000,6.17,4,96876
81000,4,8400,7.51,3,96876
101000,3,24250,12.53,3,96913
74029,0,3000,10.36,7,96924
55000,7,4800,11.99,12,96924
93000,6,10000,9.63,2,96927
60000,5,20000,12.69,17,96945
60000,4,20000,11.48,17,96945
67656,20,14000,11.11,11,96946
100000,5,28000,7.88,3,96958
78000,14,20000,14.26,8,96958
70000,2,15000,10.62,5,96961
70000,16,15000,11.49,10,96961
90000,1,20000,11.48,2,96963
90000,3,20000,10.62,2,96963
90000,6,20000,11.48,3,96963
90000,0,20000,14.96,3,96963
97500,8,20000,13.85,4,96966
92000,9,18000,11.48,2,96966
92000,9,18000,11.26,2,96966
80000,12,15000,11.49,9,96966
80000,0,15000,10.59,6,96966
80000,4,15000,8.59,7,96966
80000,7,15000,6.62,9,96966
80000,4,15000,15.99,9,96966
80000,2,15000,10.37,7,96966
55000,2,7500,7.51,11,96967
95000,8,17000,13.22,3,96969
95000,4,17000,16.29,2,96969
95000,8,17000,7.49,3,96969
62000,2,8400,13.85,7,96969
60000,5,8000,8.49,8,96969
80000,11,11000,10.74,6,96972
70000,2,8000,5.99,6,96973
70000,15,8000,6.17,9,96973
70000,3,8000,14.27,7,96973
70000,0,8000,10.37,6,96973
70000,4,8000,6.99,10,96973
70000,0,8000,12.21,7,96973
70000,11,8000,6.17,10,96973
70000,5,8000,10.99,8,96973
70000,6,8000,11.49,10,96973
65000,8,7000,13.49,9,96973
65000,2,7000,11.49,6,96973
100000,0,13000,7.88,4,96975
90000,8,11000,7.51,4,96975
75000,11,8000,15.96,10,96975
75000,3,8000,13.49,7,96975
75000,6,8000,7.29,8,96975
75000,2,8000,13.23,8,96975
60000,17,5000,7.9,9,96976
60000,2,5000,15.65,7,96976
60000,9,5000,8.9,5,96976
60000,8,5000,7.29,9,96976
60000,1,5000,9.99,6,96976
60000,6,5000,14.26,10,96976
60000,7,5000,5.99,6,96976
60000,0,5000,14.35,7,96976
84000,4,8000,12.92,4,96978
80000,10,7000,9.32,3,96978
80000,2,7000,10.74,2,96978
80000,10,7000,6.62,2,96978
80000,5,7000,6.03,4,96978
80000,5,7000,13.06,3,96978
100000,5,8000,7.51,4,96981
95000,2,7500,7.51,4,96981
85000,2,5000,10.99,4,96983
85000,8,5000,10.99,3,96983
85000,8,5000,11.49,4,96983
60000,4,2000,10.99,10,96985
60000,3,2000,10.99,5,96985
80000,1,3000,6.39,4,96986
80000,3,3000,10.95,4,96986
80000,0,3000,14.27,3,96986
80000,9,3000,7.49,2,96986
80000,9,3000,5.79,3,96986
80000,9,3000,10.99,4,96986
80000,9,3000,11.71,2,96986
80000,9,3000,7.88,4,96986
80000,3,3000,10.99,4,96986
62100,11,8500,11.11,6,97039
80800,11,12000,6.03,5,97050
63000,6,10000,11.49,10,97066
63000,4,10000,7.49,6,97066
70000,2,11400,13.16,9,97067
57000,4,5500,5.79,16,97073
58000,26,5000,7.14,13,97073
102000,5,10000,14.26,2,97079
102000,5,10000,7.51,4,97079
102000,5,10000,7.51,3,97079
85000,8,4900,6.76,3,97083
85000,0,4900,10.59,2,97083
97700,4,25000,11.83,4,97085
86004,1,1800,10.25,4,97095
62000,1,12000,10.37,11,97110
91000,7,7500,11.97,2,97130
66000,15,21600,9.99,16,97147
77368,1,15000,10.0,8,97148
58000,10,13000,8.49,15,97157
56000,2,12000,14.27,11,97157
66996,8,10000,8.59,5,97162
96000,8,18000,7.74,2,97168
78000,1,12000,13.79,8,97169
78000,0,12000,5.79,5,97169
78000,4,12000,11.11,6,97169
78000,3,12000,5.79,9,97169
58000,2,7200,14.72,13,97169
84000,10,12000,13.49,2,97172
84000,5,12000,7.49,2,97172
84000,2,12000,10.99,3,97172
102000,2,15000,13.22,3,97173
102000,6,15000,10.0,4,97173
78000,5,8100,7.49,8,97176
87000,1,7200,11.26,4,97180
68803,3,6000,6.17,10,97181
85000,8,4800,11.99,3,97183
85000,2,4800,7.29,2,97183
60000,7,1800,14.65,7,97186
60000,5,6000,7.88,16,97192
60000,2,6000,14.96,15,97192
60000,3,6000,7.14,17,97192
90000,3,24250,10.62,7,97208
55000,16,10000,6.03,14,97211
55000,3,10000,10.99,11,97211
55000,21,10000,7.51,15,97211
55000,5,10000,10.99,13,97211
65000,2,10000,11.99,9,97217
65000,3,10000,14.27,7,97217
65000,1,10000,11.49,7,97217
65000,0,10000,15.33,10,97217
65000,3,10000,7.88,9,97217
82650,6,10200,9.99,4,97219
95000,7,12000,13.11,2,97225
95000,0,12000,12.69,2,97225
95000,0,12000,13.47,4,97225
95000,7,12000,9.91,2,97225
95000,3,12000,6.03,3,97225
95000,7,12000,11.71,2,97225
95000,3,12000,11.11,4,97225
95000,0,12000,11.71,3,97225
95000,2,12000,8.94,2,97225
95000,0,12000,10.37,2,97225
95000,7,12000,6.99,2,97225
95000,4,12000,10.65,3,97225
95000,5,12000,8.49,4,97225
95000,3,12000,8.49,4,97225
85000,9,9000,7.51,2,97226
85000,4,9000,6.76,4,97226
95004,7,12000,10.0,4,97229
75000,1,4000,10.38,10,97233
75000,11,4000,6.03,9,97233
75000,11,4000,6.03,7,97233
75000,5,4000,9.91,9,97233
75000,3,4000,14.27,5,97233
95004,5,2500,5.42,3,97244
98000,10,35000,7.9,10,97249
84000,8,3525,6.91,3,97261
58000,6,10000,12.53,14,97263
102000,4,20000,6.91,3,97267
102000,7,20000,9.01,2,97267
55840,3,6000,10.75,15,97275
78000,0,8000,5.79,9,97276
78000,4,8000,6.03,7,97276
74004,13,10000,5.42,7,97277
66000,15,5000,6.03,5,97278
95000,4,7200,5.99,2,97281
70000,13,4200,5.79,6,97281
70000,3,4200,11.97,10,97281
63000,5,3500,13.35,5,97281
95004,1,7200,9.63,2,97286
60000,3,3500,14.27,17,97294
82656,10,6000,12.09,4,97301
91200,6,3000,12.42,3,97308
61200,12,3650,9.99,7,97310
57000,11,3000,8.0,15,97314
62400,0,10000,14.46,15,97319
81000,11,12000,14.59,5,97320
79500,9,6000,7.68,2,97330
80000,0,14625,13.72,10,97341
65000,2,6000,6.03,27,97347
65000,0,6000,7.29,21,97347
65000,21,6000,7.88,22,97347
85900,6,10000,12.53,4,97350
68004,6,25000,10.99,17,97350
61000,11,10000,10.37,11,97351
102000,7,25000,7.49,4,97362
102000,0,25000,10.36,2,97362
61800,13,1500,13.99,8,97368
70000,6,7600,7.88,8,97374
64000,1,5000,10.99,7,97377
63000,8,16000,11.49,16,97389
87000,3,20000,7.49,9,97412
74400,11,3000,10.99,8,97425
91234,5,12000,7.51,2,97455
91234,4,12000,5.79,2,97455
90000,1,24000,11.36,7,97458
74476,7,10500,8.49,5,97460
75000,3,15000,13.22,9,97463
